,bid_px1,bid_sz1,ask_px1,ask_sz1,bid_px2,bid_sz2,ask_px2,ask_sz2,bid_px3,bid_sz3,ask_px3,ask_sz3
51,3539.4,8,3539.8,4,3539.2000000000003,25,3540.0,8,3538.8,4,3540.4,4
52,3501.5,6,3501.8,4,3501.3,15,3502.0,6,3501.0,6,3502.3,4
53,3558.8,12,3559.2000000000003,9,3558.5,10,3559.5000000000005,8,3558.5,5,3559.5000000000005,4
54,3530.3,7,3530.7000000000003,6,3530.1000000000004,16,3530.9,15,3529.9,7,3531.1000000000004,6
55,3554.1000000000004,23,3554.4,6,3554.0000000000005,19,3554.5,6,3553.7000000000003,8,3554.8,4
56,3546.4,6,3546.8,4,3546.3,12,3546.9,6,3546.1,6,3547.1000000000004,4
57,3549.1000000000004,9,3549.5,4,3548.8,10,3549.8,4,3548.7000000000003,9,3549.9,4
58,3549.7000000000003,10,3550.1000000000004,4,3549.6000000000004,17,3550.2000000000003,7,3549.1000000000004,7,3550.7000000000003,4
59,3536.6000000000004,4,3537.0,5,3536.5000000000005,4,3537.1,7,3536.1000000000004,4,3537.5,8
60,3539.6000000000004,4,3540.0,5,3539.4000000000005,5,3540.2,10,3539.0000000000005,4,3540.6,8
61,3587.7000000000003,8,3588.1000000000004,7,3587.4,18,3588.4000000000005,15,3587.4,9,3588.4000000000005,8
62,3590.7000000000003,4,3591.0,4,3590.5000000000005,6,3591.2,4,3590.1000000000004,15,3591.6,8
63,3558.3,13,3558.7000000000003,7,3558.2000000000003,18,3558.8,9,3558.1000000000004,5,3558.9,4
64,3563.6000000000004,6,3563.9,7,3563.5000000000005,9,3564.0,10,3563.4000000000005,4,3564.1,4
65,3566.2000000000003,8,3566.6000000000004,6,3566.1000000000004,13,3566.7000000000003,11,3565.8,38,3567.0000000000005,30
66,3586.0,4,3586.4,4,3585.8,6,3586.6,6,3585.7,10,3586.7000000000003,10
67,3605.2000000000003,5,3605.6000000000004,4,3605.1000000000004,4,3605.7000000000003,4,3605.0000000000005,7,3605.8,4
68,3612.5,11,3612.9,8,3612.3,11,3613.1,8,3612.1,5,3613.3,4
69,3631.9,4,3632.3,4,3631.6,5,3632.6000000000004,4,3631.3,4,3632.9,4
70,3644.9,6,3645.3,4,3644.6,4,3645.6000000000004,4,3644.5,8,3645.7000000000003,4
71,3658.7000000000003,9,3659.1000000000004,4,3658.6000000000004,21,3659.2000000000003,4,3658.5000000000005,7,3659.3,4
72,3657.6000000000004,11,3658.0,4,3657.3,23,3658.3,4,3657.0000000000005,19,3658.6,4
73,3634.8,6,3635.1000000000004,4,3634.5,9,3635.4000000000005,5,3634.4,8,3635.5000000000005,4
74,3641.5,5,3641.9,5,3641.3,4,3642.1,4,3641.2,10,3642.2000000000003,10
75,3640.4,4,3640.7000000000003,4,3640.1,6,3641.0000000000005,16,3640.0,4,3641.1000000000004,4
76,3663.9,7,3664.3,14,3663.7000000000003,4,3664.5,6,3663.5,4,3664.7000000000003,5
77,3653.6000000000004,5,3654.0,15,3653.3,6,3654.3,18,3653.2000000000003,4,3654.4,4
78,3680.0,4,3680.4,8,3679.8,4,3680.6,12,3679.6,4,3680.8,11
79,3666.9,4,3667.3,27,3666.8,4,3667.4,27,3666.5,4,3667.7000000000003,11
80,3628.2000000000003,4,3628.6000000000004,14,3627.9,4,3628.9000000000005,30,3627.8,4,3629.0000000000005,47
81,3628.1000000000004,4,3628.4,11,3627.8,4,3628.7000000000003,16,3627.7000000000003,4,3628.8,13
82,3611.5,19,3611.8,25,3611.2,4,3612.1000000000004,5,3610.9,7,3612.4,9
83,3625.4,14,3625.7000000000003,6,3625.3,12,3625.8,5,3625.0,6,3626.1000000000004,4
84,3615.0,4,3615.4,4,3614.8,16,3615.6,4,3614.7,12,3615.7000000000003,4
85,3632.6000000000004,12,3632.9,4,3632.3,4,3633.2000000000003,4,3632.2000000000003,7,3633.3,4
86,3656.3,4,3656.7000000000003,4,3656.2000000000003,4,3656.8,4,3655.8,6,3657.2000000000003,4
87,3633.6000000000004,9,3634.0,5,3633.4000000000005,12,3634.2,7,3633.2000000000003,8,3634.4,5
88,3636.4,5,3636.8,6,3636.3,10,3636.9,12,3635.9,4,3637.3,4
89,3639.9,20,3640.3,8,3639.7000000000003,4,3640.5,4,3639.7000000000003,16,3640.5,6
90,3660.3,12,3660.7000000000003,4,3660.0,10,3661.0000000000005,4,3659.9,6,3661.1000000000004,4
91,3622.5,7,3622.9,5,3622.4,6,3623.0,4,3622.1,7,3623.3,5
92,3657.3,7,3657.7000000000003,7,3657.2000000000003,6,3657.8,7,3657.0,6,3658.0000000000005,7
93,3677.3,26,3677.7000000000003,11,3677.1000000000004,15,3677.9,6,3676.7000000000003,11,3678.3,5
94,3664.4,10,3664.8,4,3664.3,7,3664.9,4,3663.9,14,3665.3,4
95,3647.6000000000004,29,3648.0,4,3647.4000000000005,4,3648.2,4,3647.3,6,3648.3,4
96,3623.0,25,3623.4,4,3622.7,20,3623.7000000000003,4,3622.6,10,3623.8,4
97,3612.2000000000003,19,3612.5,4,3612.0000000000005,14,3612.7,4,3611.8,12,3612.9,4
98,3604.6000000000004,27,3604.9,5,3604.3,9,3605.2000000000003,4,3604.0000000000005,9,3605.5,4
99,3613.1000000000004,24,3613.4,4,3612.8,7,3613.7000000000003,4,3612.5000000000005,22,3614.0,4
100,3615.6000000000004,12,3615.9,4,3615.3,5,3616.2000000000003,4,3615.2000000000003,11,3616.3,4
101,3628.0,9,3628.3,4,3627.8,18,3628.5,4,3627.6,8,3628.7000000000003,4
102,3613.3,24,3613.7000000000003,5,3613.2000000000003,7,3613.8,4,3613.1000000000004,9,3613.9,4
103,3634.0,13,3634.3,4,3633.8,4,3634.5,4,3633.7,14,3634.6000000000004,4
104,3636.5,19,3636.9,10,3636.4,9,3637.0,4,3636.0,14,3637.4,7
105,3636.2000000000003,6,3636.6000000000004,4,3636.1000000000004,9,3636.7000000000003,4,3635.8,10,3637.0000000000005,4
106,3641.3,8,3641.7000000000003,10,3641.2000000000003,4,3641.8,4,3641.1000000000004,8,3641.9,10
107,3651.5,4,3651.9,6,3651.3,6,3652.1,19,3651.3,4,3652.1,9
108,3659.6000000000004,4,3660.0,13,3659.3,4,3660.3,5,3659.3,4,3660.3,8
109,3662.0,4,3662.4,5,3661.7,4,3662.7000000000003,8,3661.6,5,3662.8,10
110,3651.0,4,3651.3,7,3650.7,6,3651.6000000000004,14,3650.6,5,3651.7000000000003,14
111,3656.2000000000003,4,3656.6000000000004,10,3656.1000000000004,4,3656.7000000000003,10,3655.9,8,3656.9000000000005,17
112,3706.9,4,3707.3,5,3706.7000000000003,4,3707.5,4,3706.4,5,3707.8,9
113,3668.8,9,3669.2000000000003,23,3668.5,4,3669.5000000000005,8,3668.4,4,3669.6000000000004,4
114,3755.6000000000004,4,3755.9,12,3755.5000000000005,4,3756.0,20,3755.3,4,3756.2000000000003,6
115,3697.5,5,3697.9,10,3697.2,7,3698.2000000000003,13,3697.1,5,3698.3,10
116,3713.5,4,3713.8,11,3713.3,4,3714.0,10,3713.1,5,3714.2000000000003,12
117,3708.9,4,3709.2000000000003,14,3708.7000000000003,4,3709.4,10,3708.4,4,3709.7000000000003,6
118,3703.4,5,3703.7000000000003,38,3703.2000000000003,4,3703.9,13,3703.2000000000003,4,3703.9,15
119,3721.4,6,3721.8,42,3721.2000000000003,4,3722.0,5,3721.1,4,3722.1000000000004,7
120,3680.8,5,3681.1000000000004,16,3680.6000000000004,4,3681.3,10,3680.4,7,3681.5000000000005,20
121,3705.1000000000004,4,3705.4,6,3704.8,4,3705.7000000000003,7,3704.5000000000005,4,3706.0,6
122,3686.1000000000004,4,3686.5,20,3686.0000000000005,4,3686.6,5,3685.7000000000003,4,3686.9,6
123,3688.2000000000003,4,3688.5,6,3688.1000000000004,4,3688.6,20,3687.8,4,3688.9,12
124,3706.7000000000003,4,3707.0,20,3706.6000000000004,4,3707.1,16,3706.3,4,3707.4,8
125,3684.7000000000003,4,3685.0,7,3684.4,4,3685.3,5,3684.3,4,3685.4,13
126,3683.0,4,3683.4,7,3682.7,9,3683.7000000000003,18,3682.7,4,3683.7000000000003,7
127,3689.4,7,3689.8,15,3689.3,4,3689.9,8,3689.2000000000003,6,3690.0,14
128,3675.6000000000004,5,3676.0,11,3675.5000000000005,4,3676.1,10,3675.2000000000003,9,3676.4,20
129,3663.7000000000003,5,3664.1000000000004,27,3663.6000000000004,4,3664.2000000000003,15,3663.3,4,3664.5000000000005,10
130,3648.3,4,3648.7000000000003,22,3648.2000000000003,4,3648.8,14,3647.9,4,3649.1000000000004,14
131,3667.9,4,3668.2000000000003,40,3667.6,4,3668.5000000000005,19,3667.5,4,3668.6000000000004,19
132,3635.3,4,3635.7000000000003,8,3635.0,4,3636.0000000000005,43,3634.8,4,3636.2000000000003,6
133,3678.6000000000004,4,3679.0,16,3678.4000000000005,4,3679.2,18,3678.1000000000004,4,3679.5,5
134,3640.9,4,3641.3,5,3640.8,4,3641.4,19,3640.4,4,3641.8,17
135,3670.7000000000003,4,3671.0,5,3670.5000000000005,4,3671.2,5,3670.4,5,3671.3,8
136,3651.1000000000004,5,3651.4,4,3651.0000000000005,8,3651.5,7,3650.7000000000003,10,3651.8,9
137,3675.1000000000004,4,3675.4,4,3674.9000000000005,6,3675.6,9,3674.8,7,3675.7000000000003,11
138,3655.5,13,3655.8,4,3655.3,18,3656.0,5,3655.2,4,3656.1000000000004,4
139,3677.9,13,3678.3,8,3677.6,5,3678.6000000000004,4,3677.6,4,3678.6000000000004,4
140,3706.0,8,3706.4,7,3705.9,20,3706.5,17,3705.8,4,3706.6,4
141,3689.0,5,3689.4,7,3688.7,4,3689.7000000000003,4,3688.6,6,3689.8,9
142,3667.7000000000003,5,3668.1000000000004,11,3667.4,14,3668.4000000000005,26,3667.3,4,3668.5000000000005,6
143,3673.5,6,3673.9,4,3673.3,29,3674.1,16,3673.0,4,3674.4,4
144,3636.6000000000004,7,3637.0,6,3636.3,6,3637.3,5,3636.1000000000004,24,3637.5,21
145,3654.5,15,3654.8,16,3654.4,21,3654.9,23,3653.9,4,3655.4,4
146,3648.6000000000004,11,3649.0,8,3648.5000000000005,12,3649.1,9,3648.1000000000004,6,3649.5,4
147,3628.6000000000004,5,3629.0,4,3628.3,4,3629.3,4,3628.2000000000003,10,3629.4,7
148,3660.5,4,3660.9,4,3660.4,4,3661.0,6,3660.2,4,3661.2000000000003,4
149,3654.5,13,3654.8,17,3654.2,4,3655.1000000000004,5,3654.1,4,3655.2000000000003,4
150,3622.7000000000003,5,3623.0,17,3622.5000000000005,4,3623.2,7,3622.1000000000004,5,3623.6,17
151,3638.8,4,3639.2000000000003,10,3638.7000000000003,11,3639.3,28,3638.4,4,3639.6000000000004,4
152,3624.6000000000004,6,3625.0,12,3624.3,4,3625.3,7,3624.2000000000003,4,3625.4,7
153,3645.2000000000003,4,3645.5,15,3645.0000000000005,4,3645.7,7,3644.7000000000003,4,3646.0,12
154,3610.2000000000003,12,3610.6000000000004,10,3609.9,8,3610.9000000000005,7,3609.9,21,3610.9000000000005,16
155,3631.1000000000004,5,3631.5,6,3630.9000000000005,5,3631.7,7,3630.5000000000005,9,3632.1,12
156,3654.3,4,3654.6000000000004,6,3654.0,5,3654.9000000000005,8,3654.0,4,3654.9000000000005,4
157,3623.3,11,3623.7000000000003,33,3623.0,4,3624.0000000000005,10,3622.9,6,3624.1000000000004,18
158,3626.1000000000004,4,3626.5,16,3626.0000000000005,4,3626.6,14,3625.6000000000004,4,3627.0,21
159,3611.9,11,3612.3,14,3611.7000000000003,11,3612.5,14,3611.6,6,3612.6000000000004,7
160,3594.2000000000003,6,3594.5,7,3594.0000000000005,5,3594.7,6,3593.7000000000003,4,3595.0,5
161,3578.2000000000003,4,3578.5,4,3578.1000000000004,6,3578.6,14,3577.8,5,3578.9,12
162,3573.0,19,3573.3,17,3572.9,5,3573.4,4,3572.6,4,3573.7000000000003,4
163,3508.0,21,3508.4,42,3507.9,6,3508.5,13,3507.5,4,3508.9,6
164,3533.4,5,3533.7000000000003,6,3533.3,7,3533.8,9,3532.9,10,3534.2000000000003,13
165,3503.7000000000003,5,3504.1000000000004,5,3503.5000000000005,9,3504.3,10,3503.4,6,3504.4000000000005,7
166,3512.3,10,3512.7000000000003,8,3512.0,7,3513.0000000000005,5,3511.9,7,3513.1000000000004,6
167,3500.0,4,3500.4,4,3499.7,13,3500.7000000000003,10,3499.5,4,3500.9,4
168,3498.2000000000003,8,3498.6000000000004,11,3497.9,9,3498.9000000000005,12,3497.8,4,3499.0000000000005,6
169,3497.4,4,3497.8,6,3497.2000000000003,4,3498.0,12,3497.2000000000003,4,3498.0,5
170,3525.4,4,3525.8,14,3525.1,4,3526.1000000000004,10,3525.1,4,3526.1000000000004,4
171,3462.6000000000004,13,3463.0,74,3462.5000000000005,4,3463.1,4,3462.2000000000003,4,3463.4,6
172,3512.0,6,3512.4,9,3511.8,6,3512.6,10,3511.4,4,3513.0,4
173,3492.0,12,3492.4,9,3491.8,6,3492.6,5,3491.5,6,3492.9,5
174,3500.1000000000004,8,3500.5,6,3499.8,12,3500.8,8,3499.8,4,3500.8,4
175,3538.8,6,3539.2000000000003,4,3538.6000000000004,4,3539.4,4,3538.4,12,3539.6000000000004,4
176,3529.0,10,3529.4,7,3528.7,16,3529.7000000000003,10,3528.7,6,3529.7000000000003,4
177,3530.4,10,3530.8,7,3530.1,4,3531.1000000000004,4,3529.9,11,3531.3,8
178,3535.1000000000004,4,3535.4,4,3534.8,11,3535.7000000000003,25,3534.7000000000003,4,3535.8,5
179,3523.4,7,3523.8,22,3523.2000000000003,6,3524.0,20,3523.0,4,3524.2000000000003,4
180,3523.7000000000003,4,3524.1000000000004,22,3523.5000000000005,4,3524.3,8,3523.1000000000004,4,3524.7000000000003,14
181,3504.4,4,3504.8,10,3504.1,4,3505.1000000000004,9,3504.0,4,3505.2000000000003,6
182,3516.6000000000004,4,3517.0,13,3516.5000000000005,4,3517.1,8,3516.4000000000005,4,3517.2,23
183,3538.2000000000003,4,3538.6000000000004,4,3538.0000000000005,4,3538.8,8,3537.9,8,3538.9000000000005,16
184,3506.9,4,3507.2000000000003,15,3506.8,4,3507.3,8,3506.5,5,3507.6000000000004,18
185,3477.5,4,3477.9,13,3477.3,4,3478.1,24,3477.2,4,3478.2000000000003,9
186,3454.7000000000003,8,3455.0,22,3454.5000000000005,11,3455.2,29,3454.2000000000003,6,3455.5,15
187,3440.5,5,3440.9,10,3440.4,4,3441.0,5,3439.9,4,3441.5,6
188,3423.4,4,3423.8,4,3423.3,7,3423.9,13,3422.9,7,3424.3,14
189,3431.8,8,3432.1000000000004,7,3431.7000000000003,7,3432.2000000000003,6,3431.4,9,3432.5000000000005,7
190,3486.3,4,3486.6000000000004,10,3486.2000000000003,4,3486.7000000000003,4,3485.8,4,3487.1000000000004,4
191,3542.7000000000003,4,3543.1000000000004,16,3542.6000000000004,8,3543.2000000000003,40,3542.3,4,3543.5000000000005,5
192,3498.8,4,3499.1000000000004,7,3498.7000000000003,4,3499.2000000000003,7,3498.4,4,3499.5000000000005,23
193,3457.2000000000003,4,3457.6000000000004,8,3457.1000000000004,4,3457.7000000000003,11,3456.7000000000003,4,3458.1000000000004,19
194,3483.0,4,3483.4,11,3482.8,4,3483.6,16,3482.6,4,3483.8,9
195,3513.2000000000003,6,3513.5,15,3513.0000000000005,4,3513.7,4,3512.8,4,3513.9,11
196,3505.6000000000004,4,3506.0,4,3505.5000000000005,4,3506.1,6,3505.2000000000003,4,3506.4,12
197,3518.6000000000004,13,3519.0,25,3518.4000000000005,10,3519.2,20,3518.2000000000003,4,3519.4,4
198,3520.2000000000003,7,3520.6000000000004,21,3520.1000000000004,4,3520.7000000000003,7,3519.7000000000003,6,3521.1000000000004,17
199,3509.0,4,3509.3,5,3508.8,6,3509.5,32,3508.8,4,3509.5,11
200,3534.8,4,3535.1000000000004,10,3534.5,4,3535.4000000000005,33,3534.4,4,3535.5000000000005,10
201,3529.5,4,3529.8,7,3529.2,4,3530.1000000000004,15,3529.0,4,3530.3,12
202,3522.1000000000004,4,3522.5,39,3521.8,4,3522.8,11,3521.8,4,3522.8,23
203,3489.5,4,3489.9,4,3489.4,4,3490.0,4,3489.1,5,3490.3,6
204,3478.9,4,3479.3,4,3478.8,5,3479.4,6,3478.5,5,3479.7000000000003,5
205,3495.2000000000003,5,3495.6000000000004,10,3495.0000000000005,10,3495.8,19,3494.7000000000003,4,3496.1000000000004,6
206,3475.0,5,3475.4,9,3474.9,5,3475.5,8,3474.6,4,3475.8,4
207,3454.0,4,3454.3,5,3453.8,5,3454.5,18,3453.7,4,3454.6000000000004,8
208,3516.8,4,3517.2000000000003,9,3516.7000000000003,4,3517.3,7,3516.5,4,3517.5000000000005,4
209,3488.4,4,3488.8,14,3488.1,4,3489.1000000000004,5,3487.9,4,3489.3,5
210,3484.2000000000003,4,3484.6000000000004,22,3483.9,4,3484.9000000000005,13,3483.7000000000003,4,3485.1000000000004,6
211,3515.4,4,3515.7000000000003,19,3515.3,4,3515.8,6,3514.8,4,3516.3,16
212,3516.5,5,3516.9,14,3516.3,4,3517.1,4,3516.3,4,3517.1,8
213,3503.4,12,3503.8,20,3503.1,5,3504.1000000000004,9,3503.0,4,3504.2000000000003,7
214,3530.5,5,3530.9,7,3530.3,26,3531.1,35,3530.2,6,3531.2000000000003,8
215,3549.4,5,3549.8,4,3549.2000000000003,9,3550.0,4,3548.8,32,3550.4,9
216,3513.5,11,3513.9,7,3513.2,13,3514.2000000000003,7,3513.0,4,3514.4,4
217,3552.8,9,3553.2000000000003,8,3552.7000000000003,10,3553.3,8,3552.4,4,3553.6000000000004,4
218,3556.8,14,3557.2000000000003,25,3556.7000000000003,8,3557.3,14,3556.4,4,3557.6000000000004,6
219,3540.8,13,3541.1000000000004,16,3540.7000000000003,4,3541.2000000000003,4,3540.2000000000003,13,3541.7000000000003,16
220,3581.4,8,3581.8,5,3581.1,4,3582.1000000000004,4,3581.0,8,3582.2000000000003,5
221,3571.6000000000004,4,3572.0,5,3571.3,7,3572.3,10,3571.1000000000004,8,3572.5,11
222,3555.8,7,3556.2000000000003,8,3555.7000000000003,4,3556.3,4,3555.4,4,3556.6000000000004,4
223,3586.8,4,3587.2000000000003,9,3586.5,4,3587.5000000000005,5,3586.2000000000003,4,3587.8,12
224,3554.4,6,3554.8,6,3554.1,16,3555.1000000000004,16,3554.1,5,3555.1000000000004,5
225,3561.3,4,3561.7000000000003,5,3561.1000000000004,4,3561.9,4,3560.8,4,3562.2000000000003,5
226,3551.0,11,3551.4,10,3550.7,5,3551.7000000000003,5,3550.5,4,3551.9,4
227,3555.3,7,3555.6000000000004,13,3555.0,9,3555.9000000000005,16,3554.9,5,3556.0000000000005,8
228,3558.0,4,3558.3,6,3557.8,7,3558.5,18,3557.6,4,3558.7000000000003,7
229,3524.9,4,3525.3,9,3524.7000000000003,4,3525.5,15,3524.3,4,3525.9,4
230,3513.9,4,3514.2000000000003,4,3513.7000000000003,4,3514.4,8,3513.5,4,3514.6000000000004,7
231,3519.0,6,3519.3,20,3518.9,4,3519.4,4,3518.6,7,3519.7000000000003,21
232,3514.5,4,3514.9,5,3514.3,4,3515.1,8,3513.9,4,3515.5,10
233,3517.7000000000003,13,3518.1000000000004,47,3517.5000000000005,7,3518.3,27,3517.1000000000004,4,3518.7000000000003,6
234,3514.5,4,3514.9,10,3514.2,4,3515.2000000000003,8,3514.1,4,3515.3,5
235,3479.4,14,3479.8,15,3479.3,5,3479.9,6,3478.9,11,3480.3,12
236,3460.1000000000004,4,3460.5,5,3459.9000000000005,6,3460.7,7,3459.9000000000005,4,3460.7,4
237,3469.6000000000004,4,3469.9,4,3469.5000000000005,6,3470.0,4,3469.1000000000004,5,3470.4,4
238,3503.4,9,3503.8,4,3503.2000000000003,16,3504.0,4,3503.0,15,3504.2000000000003,4
239,3468.7000000000003,4,3469.0,4,3468.4,6,3469.3,6,3468.3,11,3469.4,10
240,3422.2000000000003,22,3422.6000000000004,14,3422.0000000000005,25,3422.8,16,3421.8,22,3423.0000000000005,14
241,3404.3,7,3404.6000000000004,4,3404.1000000000004,4,3404.8,4,3404.0,7,3404.9000000000005,4
242,3393.0,4,3393.3,4,3392.7,14,3393.6000000000004,15,3392.6,4,3393.7000000000003,4
243,3385.4,5,3385.8,6,3385.2000000000003,8,3386.0,10,3385.2000000000003,22,3386.0,28
244,3329.7000000000003,13,3330.0,10,3329.5000000000005,4,3330.2,4,3329.4,27,3330.3,21
245,3360.8,17,3361.2000000000003,27,3360.7000000000003,11,3361.3,17,3360.4,4,3361.6000000000004,4
246,3390.7000000000003,4,3391.0,4,3390.5000000000005,4,3391.2,9,3390.3,4,3391.4,28
247,3392.7000000000003,4,3393.0,7,3392.4,4,3393.3,21,3392.2000000000003,4,3393.5,14
248,3393.3,4,3393.6000000000004,11,3393.2000000000003,4,3393.7000000000003,9,3392.8,4,3394.1000000000004,4
249,3363.6000000000004,4,3364.0,8,3363.5000000000005,4,3364.1,31,3363.4000000000005,4,3364.2,11
250,3405.2000000000003,5,3405.6000000000004,15,3405.1000000000004,4,3405.7000000000003,4,3404.8,4,3406.0000000000005,6
251,3425.5,4,3425.8,10,3425.3,4,3426.0,11,3425.0,4,3426.3,9
252,3421.6000000000004,4,3422.0,18,3421.4000000000005,4,3422.2,6,3421.2000000000003,4,3422.4,25
253,3371.0,4,3371.3,9,3370.7,4,3371.6000000000004,9,3370.8,4,3371.5,9
254,3357.7000000000003,4,3358.1000000000004,4,3357.4,9,3358.4000000000005,11,3357.5000000000005,5,3358.3,7
255,3342.2000000000003,4,3342.5,10,3341.9,4,3342.8,6,3341.8,4,3342.9,7
256,3332.6000000000004,6,3333.0,11,3332.4000000000005,8,3333.2,16,3332.2000000000003,5,3333.4,11
257,3350.2000000000003,8,3350.6000000000004,8,3350.0000000000005,5,3350.8,5,3349.6000000000004,7,3351.2000000000003,7
258,3299.2000000000003,6,3299.6000000000004,18,3299.0000000000005,4,3299.8,4,3298.8,4,3300.0000000000005,4
