,t,side,price,qty
147,76.0,ask,1667.4,7.0
148,77.0,bid,1664.1000000000001,10.0
149,78.0,ask,1662.8000000000002,2.0
150,79.0,ask,1662.3000000000002,12.0
151,80.0,bid,1663.2,4.0
152,80.0,bid,1663.4,4.0
153,81.0,bid,1663.8000000000002,1.0
154,82.0,ask,1666.5,8.0
155,82.0,ask,1666.8,5.0
156,82.0,ask,1666.9,2.0
157,83.0,ask,1667.5,5.0
158,83.0,ask,1667.7,3.0
159,84.0,bid,1666.2,3.0
160,84.0,bid,1666.3000000000002,8.0
161,84.0,bid,1666.6000000000001,16.0
162,85.0,bid,1668.3,2.0
163,85.0,bid,1668.4,10.0
164,85.0,bid,1668.5,10.0
165,86.0,bid,1668.3000000000002,19.0
166,86.0,bid,1668.5000000000002,16.0
167,86.0,bid,1668.8000000000002,30.0
168,87.0,bid,1667.7000000000003,1.0
169,87.0,bid,1667.8000000000002,5.0
170,88.0,ask,1667.8000000000002,3.0
171,89.0,bid,1664.0,6.0
172,89.0,bid,1664.2,7.0
173,90.0,ask,1675.2,8.0
174,91.0,bid,1687.2000000000003,2.0
175,91.0,bid,1687.3000000000002,7.0
176,92.0,bid,1688.7,1.0
177,93.0,ask,1693.8000000000002,3.0
178,94.0,ask,1702.3000000000002,19.0
179,94.0,ask,1702.4,8.0
180,95.0,bid,1695.4,4.0
181,96.0,ask,1692.4,1.0
182,97.0,bid,1698.6000000000001,5.0
183,98.0,ask,1699.8000000000002,11.0
184,98.0,ask,1699.9,22.0
185,98.0,ask,1700.2000000000003,1.0
186,99.0,bid,1696.7,2.0
187,100.0,bid,1707.6000000000001,6.0
188,100.0,bid,1707.8000000000002,13.0
189,101.0,ask,1709.0,4.0
190,101.0,ask,1709.1,8.0
191,101.0,ask,1709.4,4.0
192,102.0,bid,1707.3000000000002,8.0
193,103.0,ask,1722.6000000000001,4.0
194,103.0,ask,1722.9,8.0
195,104.0,bid,1716.8000000000002,4.0
196,104.0,bid,1717.0000000000002,7.0
197,104.0,bid,1717.3000000000002,17.0
198,105.0,ask,1718.7,15.0
199,105.0,ask,1718.8,4.0
200,105.0,ask,1718.9,7.0
201,106.0,bid,1725.0000000000002,4.0
202,106.0,bid,1725.1000000000001,7.0
203,106.0,bid,1725.3000000000002,8.0
204,107.0,ask,1719.9,16.0
205,108.0,bid,1727.2,1.0
206,109.0,ask,1724.8000000000002,12.0
207,109.0,ask,1724.9,7.0
208,109.0,ask,1725.0000000000002,4.0
209,110.0,bid,1721.6000000000001,2.0
210,111.0,bid,1721.9,13.0
211,112.0,ask,1722.8000000000002,4.0
212,112.0,ask,1722.9,6.0
213,112.0,ask,1723.3000000000002,4.0
214,113.0,bid,1713.8000000000002,4.0
215,113.0,bid,1713.9,16.0
216,113.0,bid,1714.1000000000001,28.0
217,114.0,ask,1713.6000000000001,9.0
218,115.0,bid,1709.9,3.0
219,115.0,bid,1710.3000000000002,14.0
220,115.0,bid,1710.4,11.0
221,116.0,ask,1702.2,11.0
222,116.0,ask,1702.5,7.0
223,116.0,ask,1702.6000000000001,4.0
224,117.0,bid,1703.6000000000001,7.0
225,118.0,bid,1703.6000000000001,1.0
226,119.0,bid,1701.0,5.0
227,120.0,bid,1700.9,4.0
228,121.0,ask,1697.3000000000002,4.0
229,121.0,ask,1697.5000000000002,4.0
230,121.0,ask,1697.9,6.0
231,122.0,bid,1703.0000000000002,2.0
232,122.0,bid,1703.1000000000001,10.0
233,123.0,bid,1702.8000000000002,5.0
234,124.0,bid,1705.1000000000001,10.0
235,124.0,bid,1705.3000000000002,26.0
236,124.0,bid,1705.4,21.0
237,125.0,bid,1705.3000000000002,1.0
238,125.0,bid,1705.4,26.0
239,126.0,bid,1710.5000000000002,35.0
240,126.0,bid,1710.8000000000002,6.0
241,127.0,bid,1708.5,18.0
242,128.0,bid,1710.0000000000002,4.0
243,128.0,bid,1710.1000000000001,11.0
244,129.0,ask,1713.4,6.0
245,129.0,ask,1713.6000000000001,4.0
246,130.0,bid,1713.8000000000002,13.0
247,131.0,bid,1727.3000000000002,2.0
248,132.0,ask,1724.8000000000002,4.0
249,132.0,ask,1724.9,1.0
250,133.0,ask,1722.1000000000001,5.0
251,133.0,ask,1722.3000000000002,1.0
252,134.0,bid,1718.8000000000002,11.0
253,134.0,bid,1718.9,21.0
254,134.0,bid,1719.1000000000001,45.0
255,135.0,ask,1719.2,4.0
256,135.0,ask,1719.3,4.0
257,136.0,bid,1717.2,14.0
258,136.0,bid,1717.3000000000002,26.0
259,136.0,bid,1717.4,20.0
260,137.0,ask,1713.3000000000002,1.0
261,138.0,ask,1713.7,4.0
262,138.0,ask,1714.0,4.0
263,138.0,ask,1714.2,5.0
264,139.0,bid,1711.4,1.0
265,140.0,ask,1715.1000000000001,9.0
266,141.0,ask,1720.1000000000001,4.0
267,142.0,ask,1713.6000000000001,4.0
268,143.0,ask,1713.5,4.0
269,143.0,ask,1713.7,4.0
270,143.0,ask,1713.9,4.0
271,144.0,ask,1709.8000000000002,3.0
272,145.0,ask,1710.0,4.0
273,145.0,ask,1710.1,4.0
274,145.0,ask,1710.5,8.0
275,146.0,bid,1705.6000000000001,1.0
276,147.0,bid,1708.7,5.0
277,147.0,bid,1708.9,5.0
278,148.0,bid,1708.8000000000002,11.0
279,148.0,bid,1709.0000000000002,11.0
280,148.0,bid,1709.1000000000001,11.0
281,149.0,ask,1713.9,10.0
282,150.0,ask,1713.2,9.0
283,151.0,bid,1709.9,6.0
284,151.0,bid,1710.0,13.0
285,152.0,bid,1707.2,3.0
286,153.0,bid,1710.5000000000002,3.0
287,153.0,bid,1710.6000000000001,8.0
288,154.0,bid,1706.8000000000002,7.0
289,154.0,bid,1707.2000000000003,8.0
290,154.0,bid,1707.3000000000002,19.0
291,155.0,ask,1701.7,4.0
292,155.0,ask,1701.9,5.0
293,156.0,ask,1701.5,10.0
294,157.0,bid,1703.4,7.0
295,157.0,bid,1703.5000000000002,14.0
296,157.0,bid,1703.6000000000001,6.0
297,158.0,bid,1702.1000000000001,4.0
298,158.0,bid,1702.3000000000002,13.0
299,159.0,bid,1703.7,12.0
300,160.0,bid,1707.1000000000001,3.0
301,161.0,bid,1708.6000000000001,4.0
302,162.0,bid,1707.6000000000001,6.0
303,163.0,bid,1710.3000000000002,18.0
304,164.0,bid,1711.1000000000001,8.0
305,164.0,bid,1711.3000000000002,14.0
306,165.0,ask,1711.0,8.0
307,166.0,bid,1715.5,9.0
308,166.0,bid,1715.8000000000002,19.0
309,166.0,bid,1715.9,13.0
310,167.0,bid,1718.7,2.0
311,168.0,bid,1721.1000000000001,3.0
312,169.0,ask,1720.1000000000001,7.0
313,169.0,ask,1720.2,7.0
314,169.0,ask,1720.7,1.0
315,170.0,bid,1717.5,5.0
316,170.0,bid,1717.7,6.0
317,171.0,ask,1713.3000000000002,1.0
318,172.0,ask,1718.8000000000002,8.0
319,173.0,ask,1720.6000000000001,4.0
320,174.0,ask,1718.4,38.0
321,175.0,ask,1716.5,12.0
322,176.0,ask,1722.0,3.0
323,177.0,ask,1725.0,4.0
324,177.0,ask,1725.3,6.0
325,177.0,ask,1725.4,11.0
326,178.0,ask,1722.7,4.0
327,178.0,ask,1722.8,9.0
328,178.0,ask,1723.1000000000001,6.0
329,179.0,ask,1720.6000000000001,25.0
330,180.0,ask,1716.7,5.0
331,180.0,ask,1716.8,1.0
332,181.0,bid,1714.7,8.0
333,182.0,ask,1714.3000000000002,17.0
334,182.0,ask,1714.5000000000002,6.0
335,182.0,ask,1714.7000000000003,5.0
336,183.0,bid,1712.9,7.0
337,184.0,bid,1712.2,1.0
338,184.0,bid,1712.3000000000002,4.0
339,184.0,bid,1712.6000000000001,7.0
340,185.0,bid,1711.8000000000002,6.0
341,186.0,ask,1711.9,4.0
342,186.0,ask,1712.1000000000001,9.0
343,186.0,ask,1712.4,5.0
344,187.0,bid,1710.2,7.0
345,188.0,bid,1714.7,5.0
346,189.0,bid,1717.7,4.0
347,189.0,bid,1718.0,7.0
348,190.0,ask,1714.5,11.0
349,190.0,ask,1714.6,33.0
350,190.0,ask,1714.7,9.0
351,191.0,bid,1716.8000000000002,3.0
352,192.0,bid,1717.2,1.0
353,193.0,ask,1710.5,1.0
354,194.0,bid,1700.7,1.0
355,194.0,bid,1701.0,54.0
356,195.0,bid,1703.2,2.0
357,196.0,bid,1702.8000000000002,1.0
358,197.0,ask,1706.5,4.0
359,197.0,ask,1706.7,11.0
360,197.0,ask,1706.8,4.0
361,198.0,ask,1707.3000000000002,4.0
362,199.0,bid,1706.7,1.0
363,200.0,bid,1705.9,64.0
364,200.0,bid,1706.1000000000001,4.0
365,201.0,bid,1704.8000000000002,3.0
366,201.0,bid,1705.1000000000001,12.0
367,202.0,bid,1705.5,8.0
368,203.0,bid,1705.7,2.0
369,203.0,bid,1706.0,6.0
370,204.0,bid,1708.6000000000001,5.0
371,205.0,ask,1705.1000000000001,4.0
372,205.0,ask,1705.4,3.0
373,206.0,ask,1707.7,2.0
374,207.0,bid,1708.9,1.0
375,208.0,bid,1709.4,3.0
376,208.0,bid,1709.9,11.0
377,208.0,bid,1710.0,4.0
378,209.0,ask,1712.5,7.0
379,209.0,ask,1712.7,9.0
380,210.0,bid,1714.3000000000002,9.0
381,210.0,bid,1714.4,10.0
382,211.0,bid,1715.6,3.0
383,211.0,bid,1715.7,6.0
384,211.0,bid,1716.0,6.0
385,212.0,ask,1712.6000000000001,12.0
386,212.0,ask,1712.8000000000002,1.0
387,213.0,ask,1713.2,6.0
388,214.0,bid,1714.9,10.0
389,215.0,ask,1712.6000000000001,2.0
390,216.0,bid,1709.5,3.0
391,217.0,bid,1711.0,20.0
392,218.0,bid,1712.0,10.0
393,219.0,bid,1714.0,5.0
394,220.0,bid,1712.7,7.0
395,221.0,bid,1709.1000000000001,6.0
396,222.0,bid,1713.5,10.0
397,222.0,bid,1713.7,6.0
398,223.0,bid,1710.0000000000002,6.0
399,223.0,bid,1710.1000000000001,9.0
400,224.0,ask,1707.2,2.0
401,225.0,bid,1709.4,3.0
402,226.0,bid,1714.1000000000001,6.0
403,227.0,bid,1723.0,2.0
404,228.0,ask,1734.6000000000001,17.0
405,228.0,ask,1734.8000000000002,10.0
406,228.0,ask,1735.0000000000002,7.0
407,229.0,ask,1736.0,6.0
408,229.0,ask,1736.2,12.0
409,230.0,ask,1738.4,8.0
410,230.0,ask,1738.7,5.0
411,230.0,ask,1739.0,6.0
412,231.0,ask,1736.1000000000001,9.0
413,231.0,ask,1736.2,8.0
414,231.0,ask,1736.3000000000002,6.0
415,232.0,bid,1729.5,6.0
416,233.0,ask,1732.0,2.0
417,234.0,ask,1732.5,7.0
418,234.0,ask,1732.7,9.0
419,234.0,ask,1733.0,3.0
420,235.0,ask,1729.0,21.0
421,236.0,ask,1733.3000000000002,7.0
422,236.0,ask,1733.6000000000001,9.0
423,236.0,ask,1733.8000000000002,4.0
424,237.0,bid,1731.2,6.0
425,237.0,bid,1731.4,8.0
426,238.0,ask,1729.2,4.0
427,238.0,ask,1729.5,9.0
428,238.0,ask,1729.6000000000001,5.0
429,239.0,ask,1729.8000000000002,5.0
430,239.0,ask,1730.0000000000002,1.0
431,240.0,ask,1729.0,6.0
432,240.0,ask,1729.1,4.0
433,241.0,ask,1730.7,10.0
434,242.0,bid,1726.7,1.0
435,242.0,bid,1727.0,6.0
436,242.0,bid,1727.2,4.0
437,243.0,bid,1729.9,22.0
438,243.0,bid,1730.2,8.0
439,244.0,bid,1727.8,17.0
440,244.0,bid,1728.0,4.0
441,245.0,ask,1727.3000000000002,5.0
442,245.0,ask,1727.4,4.0
443,245.0,ask,1727.6000000000001,2.0
444,246.0,ask,1727.8000000000002,4.0
445,246.0,ask,1728.0000000000002,4.0
446,246.0,ask,1728.2000000000003,2.0
447,247.0,bid,1731.2,2.0
448,247.0,bid,1731.4,5.0
449,248.0,bid,1734.5000000000002,4.0
450,248.0,bid,1734.6000000000001,5.0
451,249.0,ask,1731.4,5.0
452,250.0,ask,1729.0,4.0
453,250.0,ask,1729.2,1.0
454,251.0,bid,1726.4,2.0
455,252.0,bid,1725.9,3.0
456,252.0,bid,1726.4,5.0
457,252.0,bid,1726.5,6.0
458,253.0,bid,1724.2,8.0
459,253.0,bid,1724.4,5.0
460,254.0,ask,1724.4,1.0
461,255.0,bid,1719.4,1.0
462,256.0,ask,1720.6000000000001,7.0
463,256.0,ask,1720.7,7.0
464,257.0,ask,1718.5,5.0
465,257.0,ask,1718.8,5.0
466,258.0,ask,1716.3000000000002,13.0
467,259.0,ask,1717.5,1.0
468,260.0,ask,1715.3000000000002,3.0
469,261.0,ask,1714.1000000000001,10.0
470,261.0,ask,1714.4,1.0
471,262.0,ask,1716.2,4.0
472,262.0,ask,1716.5,8.0
473,263.0,ask,1712.9,10.0
474,263.0,ask,1713.0,7.0
475,264.0,ask,1714.2,1.0
476,265.0,ask,1716.6000000000001,4.0
477,265.0,ask,1716.7,4.0
478,266.0,bid,1716.6000000000001,2.0
479,267.0,bid,1716.3000000000002,5.0
480,267.0,bid,1716.4,11.0
481,268.0,bid,1716.7,6.0
482,269.0,ask,1718.2,1.0
483,270.0,ask,1717.2,4.0
484,270.0,ask,1717.4,4.0
485,271.0,bid,1715.9,10.0
486,272.0,bid,1714.7,9.0
487,272.0,bid,1714.9,7.0
488,273.0,ask,1715.6000000000001,1.0
489,274.0,bid,1711.9,15.0
490,274.0,bid,1712.1000000000001,39.0
491,275.0,ask,1714.2,4.0
492,275.0,ask,1714.3,4.0
493,275.0,ask,1714.8,1.0
494,276.0,ask,1715.4,4.0
495,276.0,ask,1715.5,4.0
496,277.0,bid,1713.6000000000001,2.0
497,277.0,bid,1713.9,36.0
498,278.0,bid,1711.6000000000001,36.0
499,278.0,bid,1711.9,7.0
500,279.0,bid,1711.5,3.0
501,280.0,bid,1709.8000000000002,25.0
502,281.0,bid,1712.8000000000002,14.0
503,281.0,bid,1713.1000000000001,11.0
504,282.0,bid,1711.2,7.0
505,282.0,bid,1711.4,4.0
506,283.0,bid,1711.7,2.0
507,284.0,bid,1709.8000000000002,4.0
508,284.0,bid,1710.0000000000002,5.0
509,284.0,bid,1710.3000000000002,10.0
510,285.0,bid,1712.0,5.0
511,286.0,bid,1713.0,3.0
512,286.0,bid,1713.2,4.0
513,287.0,ask,1715.3000000000002,8.0
514,288.0,ask,1714.8000000000002,8.0
515,289.0,bid,1714.9,4.0
516,289.0,bid,1715.2,4.0
517,289.0,bid,1715.4,41.0
518,290.0,bid,1716.1,1.0
519,290.0,bid,1716.3,4.0
520,290.0,bid,1716.5,4.0
521,291.0,bid,1714.6000000000001,3.0
522,291.0,bid,1714.7000000000003,5.0
523,291.0,bid,1714.8000000000002,4.0
524,292.0,ask,1714.9,4.0
525,292.0,ask,1715.2,5.0
526,293.0,ask,1716.3000000000002,6.0
527,293.0,ask,1716.5000000000002,4.0
528,293.0,ask,1716.7000000000003,15.0
529,294.0,bid,1718.5,3.0
530,295.0,bid,1716.6000000000001,19.0
531,296.0,ask,1716.0,1.0
532,297.0,bid,1718.9,26.0
533,297.0,bid,1719.2,7.0
534,298.0,bid,1722.6000000000001,5.0
535,299.0,bid,1721.9,6.0
536,299.0,bid,1722.0,10.0
537,300.0,bid,1719.3000000000002,28.0
538,300.0,bid,1719.4,17.0
539,301.0,bid,1720.9,2.0
540,301.0,bid,1721.2000000000003,14.0
541,301.0,bid,1721.3000000000002,30.0
542,302.0,ask,1720.6000000000001,4.0
543,302.0,ask,1720.9,1.0
544,303.0,bid,1722.3,22.0
545,303.0,bid,1722.5,10.0
546,304.0,bid,1725.5,1.0
547,305.0,ask,1723.3000000000002,15.0
548,305.0,ask,1723.4,2.0
549,306.0,ask,1726.9,9.0
550,306.0,ask,1727.0,4.0
551,306.0,ask,1727.4,1.0
552,307.0,ask,1728.4,6.0
553,307.0,ask,1728.6000000000001,5.0
554,307.0,ask,1728.7,10.0
555,308.0,ask,1725.0,7.0
556,309.0,ask,1725.8000000000002,4.0
557,309.0,ask,1726.1000000000001,1.0
558,310.0,bid,1721.1000000000001,26.0
559,310.0,bid,1721.4,33.0
560,311.0,bid,1723.6000000000001,6.0
561,311.0,bid,1724.0,20.0
562,311.0,bid,1724.2,8.0
563,312.0,ask,1726.7,1.0
564,313.0,bid,1722.9,3.0
565,313.0,bid,1723.0,11.0
566,314.0,ask,1728.3000000000002,4.0
567,314.0,ask,1728.5000000000002,1.0
568,315.0,bid,1726.9,7.0
569,316.0,bid,1725.6000000000001,6.0
570,316.0,bid,1725.8000000000002,11.0
571,317.0,ask,1728.0,5.0
572,318.0,ask,1726.1000000000001,1.0
573,319.0,bid,1731.5,1.0
574,320.0,ask,1730.3000000000002,5.0
575,320.0,ask,1730.6000000000001,12.0
576,321.0,ask,1728.9,5.0
577,321.0,ask,1729.0,13.0
578,321.0,ask,1729.4,1.0
579,322.0,ask,1728.3000000000002,10.0
580,323.0,ask,1729.8000000000002,18.0
581,324.0,ask,1728.2,6.0
582,325.0,ask,1722.2,6.0
583,325.0,ask,1722.4,8.0
584,326.0,ask,1727.3000000000002,4.0
585,326.0,ask,1727.6000000000001,14.0
586,327.0,ask,1725.0,8.0
587,327.0,ask,1725.3,15.0
588,328.0,ask,1728.1000000000001,8.0
589,328.0,ask,1728.2,6.0
590,328.0,ask,1728.3000000000002,5.0
591,329.0,bid,1726.7,4.0
592,329.0,bid,1726.8,3.0
593,329.0,bid,1727.0,9.0
594,330.0,ask,1729.0,4.0
595,331.0,ask,1727.1000000000001,4.0
596,331.0,ask,1727.2,3.0
597,332.0,bid,1724.0000000000002,10.0
598,332.0,bid,1724.1000000000001,7.0
599,333.0,bid,1721.1000000000001,7.0
600,333.0,bid,1721.4,16.0
601,334.0,ask,1720.0,4.0
602,334.0,ask,1720.2,2.0
603,335.0,ask,1719.5,5.0
604,336.0,bid,1718.0,20.0
605,337.0,bid,1717.7,1.0
606,338.0,bid,1718.8000000000002,9.0
607,338.0,bid,1718.9,8.0
608,339.0,bid,1719.0,4.0
609,339.0,bid,1719.2,12.0
610,340.0,bid,1711.0,6.0
611,340.0,bid,1711.3000000000002,6.0
612,340.0,bid,1711.4,25.0
613,341.0,bid,1718.7,6.0
614,341.0,bid,1718.9,4.0
615,342.0,ask,1728.1000000000001,4.0
616,343.0,ask,1727.6000000000001,4.0
617,343.0,ask,1727.8000000000002,4.0
618,344.0,bid,1727.1000000000001,12.0
619,344.0,bid,1727.4,4.0
620,344.0,bid,1727.7,4.0
621,345.0,ask,1729.0,1.0
622,346.0,bid,1728.5,1.0
623,347.0,ask,1723.3000000000002,7.0
624,347.0,ask,1723.5000000000002,1.0
625,348.0,bid,1724.7,7.0
626,348.0,bid,1725.0,4.0
627,349.0,ask,1724.6000000000001,4.0
628,349.0,ask,1724.7,119.0
629,350.0,ask,1730.5,15.0
630,350.0,ask,1730.6,2.0
631,351.0,ask,1730.1000000000001,15.0
632,351.0,ask,1730.4,8.0
633,352.0,ask,1729.1000000000001,9.0
634,352.0,ask,1729.4,13.0
635,352.0,ask,1729.5000000000002,4.0
636,353.0,bid,1727.5000000000002,2.0
637,353.0,bid,1727.8000000000002,7.0
638,354.0,ask,1729.0,6.0
639,354.0,ask,1729.1,7.0
640,355.0,ask,1729.9,5.0
641,355.0,ask,1730.1000000000001,1.0
642,356.0,ask,1725.8000000000002,4.0
643,356.0,ask,1726.0000000000002,10.0
644,357.0,bid,1725.4,5.0
645,358.0,bid,1722.2,11.0
646,359.0,ask,1722.2,4.0
647,359.0,ask,1722.5,2.0
648,360.0,bid,1721.3000000000002,8.0
649,360.0,bid,1721.4,13.0
650,361.0,bid,1719.9,3.0
651,361.0,bid,1720.0,15.0
652,362.0,bid,1722.0,4.0
653,363.0,bid,1721.9,2.0
654,364.0,bid,1721.6000000000001,1.0
655,364.0,bid,1722.0,4.0
656,364.0,bid,1722.2,4.0
657,365.0,ask,1724.8000000000002,1.0
658,366.0,bid,1724.0,34.0
659,367.0,bid,1721.1000000000001,1.0
660,368.0,bid,1723.0,11.0
661,369.0,ask,1726.2,4.0
662,369.0,ask,1726.4,1.0
663,370.0,bid,1722.7,1.0
664,371.0,ask,1722.2,4.0
665,371.0,ask,1722.3,3.0
666,372.0,ask,1721.6000000000001,14.0
667,373.0,ask,1721.1000000000001,5.0
668,373.0,ask,1721.4,12.0
669,374.0,ask,1720.4,20.0
670,374.0,ask,1720.6000000000001,2.0
671,374.0,ask,1720.7,16.0
672,375.0,bid,1716.5,1.0
673,376.0,ask,1721.8000000000002,10.0
674,376.0,ask,1722.0000000000002,8.0
675,377.0,bid,1721.9,1.0
676,378.0,ask,1722.4,5.0
677,379.0,ask,1722.3000000000002,6.0
678,379.0,ask,1722.5000000000002,5.0
679,379.0,ask,1722.8000000000002,7.0
680,380.0,ask,1725.7,13.0
681,380.0,ask,1726.0,8.0
682,380.0,ask,1726.1000000000001,12.0
683,381.0,bid,1724.9,2.0
684,381.0,bid,1725.0000000000002,4.0
685,381.0,bid,1725.3000000000002,4.0
686,382.0,bid,1726.2,1.0
687,383.0,ask,1728.1000000000001,14.0
688,383.0,ask,1728.4,3.0
689,384.0,ask,1725.5,6.0
690,384.0,ask,1725.7,12.0
691,384.0,ask,1726.1,15.0
692,385.0,bid,1724.8000000000002,2.0
693,385.0,bid,1724.9,4.0
694,386.0,ask,1726.2,11.0
695,386.0,ask,1726.3,4.0
696,386.0,ask,1726.6000000000001,7.0
697,387.0,bid,1727.3000000000002,1.0
698,388.0,bid,1726.8000000000002,2.0
699,389.0,bid,1723.2,34.0
700,390.0,bid,1722.7,22.0
701,390.0,bid,1723.0,33.0
702,391.0,bid,1722.1000000000001,7.0
703,392.0,bid,1724.4,16.0
704,392.0,bid,1724.7,9.0
705,393.0,bid,1726.7,44.0
706,394.0,bid,1724.3000000000002,11.0
707,395.0,ask,1726.4,2.0
708,396.0,bid,1729.1000000000001,1.0
709,397.0,bid,1733.5,1.0
710,398.0,ask,1733.6000000000001,4.0
